flight_id,flight_number,origin,destination,scheduled_dep,actual_dep,status,delay_minutes,gate,tail_number,passengers,is_night_flight,airline,aircraft_type,source_system,missing_passenger_flag,missing_gate_flag
101934,6E1037,LKO,AMD,2025-12-28T07:45:00,2025-12-28T09:54:00,DELAYED,129.0,B12,VT-A012,141.0,0,IndiGo,A321,ACARS_v2,False,False
101085,6E1655,HYD,BOM,2025-12-16T01:15:00,2025-12-16T01:19:00,ON_TIME,4.0,A6,VT-A006,181.0,1,IndiGo,A321,ACARS_v2,False,False
100608,6E6687,GOI,VNS,2025-12-09T09:00:00,2025-12-09T09:04:00,ON_TIME,4.0,E15,VT-E004,153.0,0,IndiGo,A321,ACARS_v2,False,False
100384,6E3970,MAA,BHO,2025-12-06T04:15:00,,CANCELLED,,,VT-E025,,1,IndiGo,A320neo,ACARS_v2,False,False
100833,6E879,DEL,BLR,2025-12-12T08:15:00,2025-12-12T08:17:00,ON_TIME,2.0,A3,VT-E037,182.0,0,IndiGo,A321,ACARS_v2,False,False
101820,6E3422,LKO,PAT,2025-12-26T19:45:00,2025-12-26T19:49:00,ON_TIME,4.0,E18,VT-B050,167.0,0,IndiGo,A320,ACARS_v2,False,False
100140,6E3905,PNQ,AMD,2025-12-02T09:45:00,2025-12-02T09:48:00,ON_TIME,3.0,D11,VT-A031,141.0,0,IndiGo,A321neo,ACARS_v2,False,False
101560,6E3315,GAU,AMD,2025-12-23T23:15:00,2025-12-23T23:20:00,ON_TIME,5.0,C5,VT-A045,186.0,1,IndiGo,A320neo,ACARS_v2,False,False
101774,6E6006,PAT,GOI,2025-12-26T09:30:00,2025-12-26T09:32:00,ON_TIME,2.0,C10,VT-E041,150.0,0,IndiGo,A321neo,ACARS_v2,False,False
100101,6E2751,BHO,ATQ,2025-12-02T09:45:00,2025-12-02T09:48:00,ON_TIME,3.0,B20,VT-B024,154.0,0,IndiGo,A320,ACARS_v2,False,False
100396,6E267,PNQ,DEL,2025-12-06T00:15:00,,CANCELLED,,,VT-E014,,1,IndiGo,A321,ACARS_v2,False,False
100578,6E9520,AMD,JAI,2025-12-09T20:00:00,2025-12-09T20:01:00,ON_TIME,1.0,B1,VT-E059,167.0,0,IndiGo,A321neo,ACARS_v2,False,False
101377,6E1670,IXC,IXB,2025-12-20T11:30:00,2025-12-20T11:33:00,ON_TIME,3.0,C3,VT-E047,149.0,0,IndiGo,A321neo,ACARS_v2,False,False
100642,6E9697,BHO,GAU,2025-12-10T04:45:00,2025-12-10T04:50:00,ON_TIME,5.0,D2,VT-E035,162.0,1,IndiGo,A320,ACARS_v2,False,False
100169,6E9859,ATQ,IXC,2025-12-03T22:30:00,,CANCELLED,,,VT-C035,,0,IndiGo,A321neo,ACARS_v2,False,False
101402,6E4031,JAI,SXR,2025-12-21T10:45:00,2025-12-21T11:35:00,DELAYED,50.0,A18,VT-C044,177.0,0,IndiGo,A320neo,ACARS_v2,False,False
101964,6E5928,GAU,MAA,2025-12-29T01:15:00,2025-12-29T02:10:00,DELAYED,55.0,A24,VT-D057,183.0,1,IndiGo,A320neo,ACARS_v2,False,False
101320,6E6351,MAA,BHO,2025-12-19T16:45:00,2025-12-19T16:50:00,ON_TIME,5.0,D4,VT-D044,175.0,0,IndiGo,A321neo,ACARS_v2,False,False
101968,6E369,PAT,JAI,2025-12-29T05:15:00,,CANCELLED,,,VT-E030,,1,IndiGo,A321,ACARS_v2,False,False
101258,6E9127,HYD,IXC,2025-12-18T06:45:00,2025-12-18T06:45:00,ON_TIME,0.0,E15,VT-C026,159.0,0,IndiGo,A321neo,ACARS_v2,False,False
100937,6E7264,COK,LKO,2025-12-14T02:00:00,2025-12-14T02:05:00,ON_TIME,5.0,D6,VT-D050,150.0,1,IndiGo,A321neo,ACARS_v2,False,False
100391,6E717,VNS,DEL,2025-12-06T13:45:00,,CANCELLED,,,VT-B056,,0,IndiGo,A320neo,ACARS_v2,False,False
101626,6E7502,COK,CCU,2025-12-24T18:30:00,2025-12-24T18:32:00,ON_TIME,,,VT-E039,174.0,0,IndiGo,A320neo,ACARS_v2,False,True
100344,6E2500,CCU,AMD,2025-12-05T06:30:00,,CANCELLED,,,VT-C008,,0,IndiGo,A320neo,ACARS_v2,False,False
101969,6E2553,PNQ,LKO,2025-12-29T04:45:00,2025-12-29T04:54:00,ON_TIME,9.0,E16,VT-D014,159.0,1,IndiGo,A321,ACARS_v2,False,False
100118,6E8613,JAI,CCU,2025-12-02T06:00:00,2025-12-02T06:04:00,ON_TIME,4.0,D11,VT-D060,157.0,0,IndiGo,A320neo,ACARS_v2,False,False
100898,6E1574,MAA,BOM,2025-12-13T10:30:00,2025-12-13T10:31:00,ON_TIME,1.0,B9,VT-B011,165.0,0,IndiGo,A321,ACARS_v2,False,False
102030,6E7711,CCU,ATQ,2025-12-29T06:45:00,2025-12-29T07:39:00,DELAYED,54.0,E4,VT-C036,162.0,0,IndiGo,A321neo,ACARS_v2,False,False
101653,6E5208,HYD,LKO,2025-12-24T17:00:00,2025-12-24T17:10:00,ON_TIME,10.0,A12,VT-B044,176.0,0,IndiGo,A320neo,ACARS_v2,False,False
100364,6E8087,DEL,GOI,2025-12-06T14:30:00,2025-12-06T14:30:00,ON_TIME,,,VT-C032,170.0,0,IndiGo,A320neo,ACARS_v2,False,True
101668,6E8011,CCU,MAA,2025-12-24T17:00:00,2025-12-24T17:03:00,ON_TIME,3.0,B12,VT-C043,174.0,0,IndiGo,A320neo,ACARS_v2,False,False
100028,6E3143,IXC,AMD,2025-12-01T23:15:00,2025-12-01T23:18:00,ON_TIME,3.0,E4,VT-E040,183.0,1,IndiGo,A321,ACARS_v2,False,False
102050,6E3899,AMD,HYD,2025-12-30T05:45:00,,DELAYED,6.0,D1,VT-A010,178.0,1,IndiGo,A321neo,ACARS_v2,False,False
100868,6E4843,GOI,PAT,2025-12-13T01:00:00,2025-12-13T01:07:00,ON_TIME,,,VT-E018,144.0,1,IndiGo,A321neo,ACARS_v2,False,True
100903,6E8656,CCU,BOM,2025-12-13T00:30:00,2025-12-13T00:39:00,ON_TIME,9.0,A6,VT-C043,161.0,1,IndiGo,A321neo,ACARS_v2,False,False
101200,6E2461,CCU,BHO,2025-12-18T23:30:00,,CANCELLED,,,VT-D010,,1,IndiGo,A321neo,ACARS_v2,False,False
101084,6E9170,JAI,PAT,2025-12-16T02:30:00,2025-12-16T02:31:00,ON_TIME,1.0,A3,VT-A057,154.0,1,IndiGo,A320neo,ACARS_v2,False,False
101008,6E6072,LKO,ATQ,2025-12-15T03:15:00,2025-12-15T03:15:00,ON_TIME,0.0,B9,VT-D057,151.0,1,IndiGo,A320,ACARS_v2,False,False
101988,6E8393,PAT,SXR,2025-12-29T17:30:00,2025-12-29T17:30:00,ON_TIME,0.0,A20,VT-A008,179.0,0,IndiGo,A320neo,ACARS_v2,False,False
101001,6E4777,COK,BHO,2025-12-15T16:15:00,2025-12-15T16:17:00,ON_TIME,2.0,B5,VT-D004,157.0,0,IndiGo,A320,ACARS_v2,False,False
100454,6E9358,AMD,BHO,2025-12-07T22:45:00,2025-12-07T22:51:00,ON_TIME,6.0,A16,VT-A027,144.0,0,IndiGo,A320neo,ACARS_v2,False,False
100982,6E8021,LKO,HYD,2025-12-15T18:45:00,2025-12-15T19:46:00,DELAYED,61.0,D3,VT-A030,150.0,0,IndiGo,A321neo,ACARS_v2,False,False
100551,6E6155,PAT,GOI,2025-12-08T10:45:00,,CANCELLED,,,VT-B036,,0,IndiGo,A320neo,ACARS_v2,False,False
100502,6E8128,DEL,VNS,2025-12-08T22:45:00,,CANCELLED,,,VT-E011,,0,IndiGo,A320,ACARS_v2,False,False
101895,6E3582,AMD,GOI,2025-12-28T04:15:00,2025-12-28T04:22:00,ON_TIME,7.0,B3,VT-A023,146.0,1,IndiGo,A321neo,ACARS_v2,False,False
101961,6E814,SXR,CCU,2025-12-29T02:15:00,2025-12-29T02:21:00,ON_TIME,6.0,D2,VT-B047,181.0,1,IndiGo,A321neo,ACARS_v2,False,False
101444,6E8120,AMD,BLR,2025-12-21T15:00:00,2025-12-21T17:10:00,DELAYED,130.0,B13,VT-D041,143.0,0,IndiGo,A321,ACARS_v2,False,False
100673,6E8619,VNS,BHO,2025-12-10T18:30:00,2025-12-10T18:31:00,ON_TIME,,,VT-B002,165.0,0,IndiGo,A320,ACARS_v2,False,True
100222,6E130,PAT,CCU,2025-12-04T01:15:00,,CANCELLED,,,VT-C039,,1,IndiGo,A321neo,ACARS_v2,False,False
101824,6E9306,AMD,BHO,2025-12-27T03:30:00,2025-12-27T03:37:00,ON_TIME,7.0,E8,VT-E002,164.0,1,IndiGo,A321neo,ACARS_v2,False,False
100707,6E3857,DEL,CCU,2025-12-11T20:15:00,2025-12-11T20:20:00,ON_TIME,5.0,E13,VT-B052,166.0,0,IndiGo,A320,ACARS_v2,False,False
100149,6E6140,LKO,BHO,2025-12-03T04:45:00,2025-12-03T04:45:00,ON_TIME,0.0,C14,VT-C006,167.0,1,IndiGo,A321,ACARS_v2,False,False
100278,6E7600,BLR,CCU,2025-12-04T01:15:00,,CANCELLED,,,VT-A037,,1,IndiGo,A321neo,ACARS_v2,False,False
101906,6E9755,BLR,ATQ,2025-12-28T12:30:00,2025-12-28T12:40:00,ON_TIME,10.0,E6,VT-C013,156.0,0,IndiGo,A320,ACARS_v2,False,False
101241,6E6216,GOI,IXC,2025-12-18T16:15:00,2025-12-18T16:17:00,ON_TIME,2.0,D3,VT-E056,164.0,0,IndiGo,A321,ACARS_v2,False,False
100461,6E864,JAI,COK,2025-12-07T10:00:00,2025-12-07T10:00:00,ON_TIME,0.0,C5,VT-B009,172.0,0,IndiGo,A321,ACARS_v2,False,False
100654,6E604,GAU,IXB,2025-12-10T16:00:00,2025-12-10T16:00:00,ON_TIME,0.0,B14,VT-C036,173.0,0,IndiGo,A321neo,ACARS_v2,False,False
100756,6E8520,SXR,IXC,2025-12-11T18:15:00,2025-12-11T19:26:00,DELAYED,71.0,C20,VT-A022,171.0,0,IndiGo,A321,ACARS_v2,False,False
101198,6E3327,DEL,CCU,2025-12-18T18:15:00,2025-12-18T18:16:00,ON_TIME,,,VT-C039,177.0,0,IndiGo,A321,ACARS_v2,False,True
101635,6E3238,HYD,GAU,2025-12-24T09:15:00,2025-12-24T09:21:00,ON_TIME,6.0,D6,VT-A032,165.0,0,IndiGo,A321neo,ACARS_v2,False,False
101266,6E2173,IXC,PAT,2025-12-19T20:00:00,2025-12-19T20:08:00,ON_TIME,8.0,C10,VT-A025,161.0,0,IndiGo,A321neo,ACARS_v2,False,False
101452,6E9738,SXR,MAA,2025-12-21T05:45:00,2025-12-21T05:50:00,ON_TIME,5.0,D15,VT-A055,171.0,1,IndiGo,A321neo,ACARS_v2,False,False
101316,6E2281,GOI,LKO,2025-12-19T12:15:00,2025-12-19T13:24:00,DELAYED,,,VT-A041,148.0,0,IndiGo,A321neo,ACARS_v2,False,True
100777,6E7534,LKO,JAI,2025-12-12T23:30:00,,CANCELLED,,,VT-C036,,1,IndiGo,A320,ACARS_v2,False,False
101879,6E3443,CCU,DEL,2025-12-27T07:45:00,2025-12-27T07:50:00,ON_TIME,,,VT-B035,151.0,0,IndiGo,A321neo,ACARS_v2,False,True
100564,6E8899,LKO,HYD,2025-12-09T09:30:00,2025-12-09T09:36:00,ON_TIME,6.0,D24,VT-A016,154.0,0,IndiGo,A320neo,ACARS_v2,False,False
102096,6E9109,IXB,IXC,2025-12-30T07:45:00,2025-12-30T07:55:00,ON_TIME,10.0,E9,VT-E006,168.0,0,IndiGo,A321,ACARS_v2,False,False
101817,6E9795,SXR,PNQ,2025-12-26T03:45:00,2025-12-26T03:46:00,ON_TIME,1.0,B19,VT-A053,179.0,1,IndiGo,A320,ACARS_v2,False,False
100574,6E7936,JAI,IXB,2025-12-09T00:45:00,2025-12-09T00:46:00,ON_TIME,1.0,E7,VT-B028,151.0,1,IndiGo,A320neo,ACARS_v2,False,False
100395,6E624,COK,GAU,2025-12-06T10:30:00,,CANCELLED,,,VT-C049,,0,IndiGo,A321,ACARS_v2,False,False
101389,6E1318,BHO,IXB,2025-12-20T17:45:00,2025-12-20T17:55:00,ON_TIME,10.0,A4,VT-A055,149.0,0,IndiGo,A320neo,ACARS_v2,False,False
101021,6E9783,GAU,BLR,2025-12-15T03:30:00,2025-12-15T04:23:00,DELAYED,53.0,E6,VT-C057,164.0,1,IndiGo,A320,ACARS_v2,False,False
100613,6E9453,PNQ,LKO,2025-12-09T18:15:00,2025-12-09T19:41:00,DELAYED,86.0,A17,VT-A041,168.0,0,IndiGo,A321neo,ACARS_v2,False,False
102058,6E6907,ATQ,JAI,2025-12-30T23:15:00,2025-12-30T23:17:00,ON_TIME,2.0,C17,VT-A003,152.0,1,IndiGo,A321neo,ACARS_v2,False,False
101010,6E9535,PNQ,GOI,2025-12-15T17:30:00,2025-12-15T17:40:00,ON_TIME,10.0,C14,VT-D010,142.0,0,IndiGo,A321neo,ACARS_v2,False,False
101697,6E8377,VNS,SXR,2025-12-25T02:00:00,2025-12-25T02:10:00,ON_TIME,10.0,C6,VT-A014,158.0,1,IndiGo,A321,ACARS_v2,False,False
101144,6E1254,BHO,PAT,2025-12-17T03:15:00,2025-12-17T05:09:00,DELAYED,114.0,C1,VT-A059,160.0,1,IndiGo,A321neo,ACARS_v2,False,False
101292,6E6198,ATQ,DEL,2025-12-19T07:45:00,2025-12-19T07:48:00,ON_TIME,3.0,B8,VT-D001,176.0,0,IndiGo,A320,ACARS_v2,False,False
102074,6E566,MAA,PAT,2025-12-30T01:00:00,2025-12-30T01:01:00,ON_TIME,1.0,B7,VT-D040,157.0,1,IndiGo,A320neo,ACARS_v2,False,False
100205,6E4509,PAT,COK,2025-12-03T07:15:00,,CANCELLED,,,VT-C037,,0,IndiGo,A321neo,ACARS_v2,False,False
100206,6E2363,AMD,DEL,2025-12-03T11:15:00,2025-12-03T12:26:00,DELAYED,71.0,E20,VT-C002,160.0,0,IndiGo,A320,ACARS_v2,False,False
100273,6E5600,DEL,ATQ,2025-12-04T23:15:00,,CANCELLED,,,VT-C050,,1,IndiGo,A321neo,ACARS_v2,False,False
100550,6E3236,BLR,LKO,2025-12-08T04:30:00,2025-12-08T04:34:00,ON_TIME,4.0,A13,VT-A019,141.0,1,IndiGo,A321neo,ACARS_v2,False,False
101745,6E8675,PAT,BOM,2025-12-25T23:00:00,2025-12-25T23:09:00,ON_TIME,,,VT-D002,144.0,1,IndiGo,A320,ACARS_v2,False,True
101725,6E9301,HYD,VNS,2025-12-25T23:45:00,2025-12-25T23:52:00,ON_TIME,7.0,D9,VT-B027,186.0,1,IndiGo,A320,ACARS_v2,False,False
100227,6E6269,BOM,LKO,2025-12-04T20:00:00,2025-12-04T21:39:00,DELAYED,99.0,A1,VT-E016,158.0,0,IndiGo,A320neo,ACARS_v2,False,False
100638,6E9845,AMD,BHO,2025-12-10T23:15:00,2025-12-10T23:22:00,ON_TIME,7.0,D9,VT-B031,180.0,1,IndiGo,A321,ACARS_v2,False,False
101025,6E8418,JAI,PNQ,2025-12-15T08:00:00,2025-12-15T08:07:00,ON_TIME,7.0,C19,VT-E043,157.0,0,IndiGo,A320,ACARS_v2,False,False
100054,6E5111,VNS,HYD,2025-12-01T08:45:00,2025-12-01T08:48:00,ON_TIME,3.0,C11,VT-A019,160.0,0,IndiGo,A320neo,ACARS_v2,False,False
101860,6E5169,DEL,JAI,2025-12-27T04:00:00,2025-12-27T04:03:00,ON_TIME,3.0,B15,VT-C014,171.0,1,IndiGo,A321,ACARS_v2,False,False
102079,6E485,JAI,COK,2025-12-30T00:30:00,2025-12-30T00:36:00,ON_TIME,6.0,E7,VT-A027,169.0,1,IndiGo,A321neo,ACARS_v2,False,False
101475,6E9847,BLR,JAI,2025-12-22T03:45:00,2025-12-22T05:19:00,DELAYED,94.0,C11,VT-D010,146.0,1,IndiGo,A320neo,ACARS_v2,False,False
100924,6E5477,BHO,COK,2025-12-14T02:45:00,2025-12-14T02:52:00,ON_TIME,7.0,D16,VT-B035,140.0,1,IndiGo,A321neo,ACARS_v2,False,False
101041,6E2491,GAU,VNS,2025-12-15T02:30:00,,CANCELLED,,,VT-B002,,1,IndiGo,A321,ACARS_v2,False,False
102055,6E9821,BHO,GAU,2025-12-30T20:45:00,2025-12-30T20:46:00,ON_TIME,1.0,C19,VT-A039,155.0,0,IndiGo,A321neo,ACARS_v2,False,False
100379,6E7674,VNS,DEL,2025-12-06T04:15:00,2025-12-06T04:19:00,ON_TIME,,,VT-A046,177.0,1,IndiGo,A321neo,ACARS_v2,False,True
101985,6E7375,CCU,LKO,2025-12-29T02:15:00,2025-12-29T02:23:00,ON_TIME,8.0,C15,VT-C016,158.0,1,IndiGo,A320neo,ACARS_v2,False,False
100805,6E686,JAI,LKO,2025-12-12T06:00:00,2025-12-12T06:04:00,ON_TIME,4.0,B3,VT-A028,140.0,0,IndiGo,A320neo,ACARS_v2,False,False
100554,6E5664,HYD,SXR,2025-12-08T11:45:00,2025-12-08T11:46:00,ON_TIME,1.0,D16,VT-B014,149.0,0,IndiGo,A320neo,ACARS_v2,False,False
102097,6E5833,HYD,PAT,2025-12-30T13:00:00,2025-12-30T13:06:00,ON_TIME,6.0,D18,VT-D018,140.0,0,IndiGo,A321,ACARS_v2,False,False
100616,6E714,GOI,JAI,2025-12-09T19:00:00,2025-12-09T19:01:00,ON_TIME,,,VT-D010,161.0,0,IndiGo,A320,ACARS_v2,False,True
101972,6E747,COK,VNS,2025-12-29T17:30:00,2025-12-29T17:35:00,ON_TIME,5.0,D9,VT-E025,159.0,0,IndiGo,A320,ACARS_v2,False,False
101575,6E9456,VNS,GAU,2025-12-23T14:15:00,2025-12-23T14:19:00,ON_TIME,4.0,D3,VT-A018,185.0,0,IndiGo,A321,ACARS_v2,False,False
100874,6E3425,HYD,BOM,2025-12-13T11:00:00,2025-12-13T11:06:00,ON_TIME,,,VT-E001,164.0,0,IndiGo,A321,ACARS_v2,False,True
100313,6E2249,CCU,GAU,2025-12-05T13:00:00,2025-12-05T13:03:00,ON_TIME,3.0,E11,VT-D002,182.0,0,IndiGo,A320,ACARS_v2,False,False
101149,6E5625,AMD,BLR,2025-12-17T22:00:00,2025-12-17T22:05:00,ON_TIME,5.0,D19,VT-D055,163.0,0,IndiGo,A320,ACARS_v2,False,False
101318,6E6207,BHO,ATQ,2025-12-19T02:30:00,2025-12-19T02:30:00,ON_TIME,0.0,B22,VT-D049,147.0,1,IndiGo,A321neo,ACARS_v2,False,False
100385,6E9521,LKO,CCU,2025-12-06T17:30:00,2025-12-06T17:38:00,ON_TIME,8.0,E23,VT-A058,183.0,0,IndiGo,A321,ACARS_v2,False,False
100712,6E8474,GOI,IXC,2025-12-11T04:00:00,2025-12-11T04:07:00,ON_TIME,7.0,A21,VT-D027,169.0,1,IndiGo,A321neo,ACARS_v2,False,False
100529,6E3843,ATQ,PAT,2025-12-08T12:00:00,2025-12-08T12:04:00,ON_TIME,4.0,D6,VT-B004,186.0,0,IndiGo,A320,ACARS_v2,False,False
101201,6E1591,IXB,BLR,2025-12-18T03:30:00,2025-12-18T03:33:00,ON_TIME,3.0,C7,VT-C054,147.0,1,IndiGo,A320neo,ACARS_v2,False,False
100762,6E5621,COK,CCU,2025-12-11T17:30:00,2025-12-11T17:39:00,ON_TIME,9.0,D17,VT-B011,168.0,0,IndiGo,A320neo,ACARS_v2,False,False
101519,6E4431,GAU,COK,2025-12-22T07:00:00,2025-12-22T07:06:00,ON_TIME,,,VT-D025,171.0,0,IndiGo,A320neo,ACARS_v2,False,True
102003,6E5122,JAI,AMD,2025-12-29T14:15:00,2025-12-29T14:16:00,ON_TIME,1.0,E14,VT-A040,168.0,0,IndiGo,A321neo,ACARS_v2,False,False
100605,6E9131,GOI,IXC,2025-12-09T21:45:00,2025-12-09T23:26:00,DELAYED,101.0,A2,VT-A003,186.0,0,IndiGo,A321neo,ACARS_v2,False,False
101627,6E5700,IXB,SXR,2025-12-24T01:15:00,2025-12-24T01:23:00,ON_TIME,8.0,B6,VT-D002,158.0,1,IndiGo,A321,ACARS_v2,False,False
100374,6E6059,SXR,PAT,2025-12-06T14:30:00,2025-12-06T15:20:00,DELAYED,50.0,A12,VT-D060,186.0,0,IndiGo,A320,ACARS_v2,False,False
101164,6E4247,IXC,GOI,2025-12-17T06:15:00,2025-12-17T06:20:00,ON_TIME,5.0,A21,VT-A028,156.0,0,IndiGo,A320neo,ACARS_v2,False,False
100319,6E9331,MAA,VNS,2025-12-05T07:15:00,,CANCELLED,,,VT-E056,,0,IndiGo,A320,ACARS_v2,False,False
100678,6E3398,CCU,ATQ,2025-12-10T13:15:00,,CANCELLED,,,VT-D009,,0,IndiGo,A320,ACARS_v2,False,False
100766,6E7835,AMD,IXC,2025-12-11T21:00:00,2025-12-11T21:06:00,ON_TIME,6.0,E6,VT-C052,183.0,0,IndiGo,A321,ACARS_v2,False,False
101447,6E4285,BLR,ATQ,2025-12-21T01:00:00,2025-12-21T01:07:00,ON_TIME,7.0,E15,VT-D023,180.0,1,IndiGo,A321,ACARS_v2,False,False
100618,6E2771,ATQ,DEL,2025-12-09T17:45:00,,CANCELLED,,,VT-B057,,0,IndiGo,A321neo,ACARS_v2,False,False
101136,6E7634,GOI,BLR,2025-12-17T04:45:00,2025-12-17T04:55:00,ON_TIME,10.0,A15,VT-B041,162.0,1,IndiGo,A321neo,ACARS_v2,False,False
100703,6E735,IXC,VNS,2025-12-11T13:15:00,2025-12-11T15:13:00,DELAYED,118.0,B2,VT-E045,171.0,0,IndiGo,A321neo,ACARS_v2,False,False
100455,6E8197,IXC,MAA,2025-12-07T08:15:00,2025-12-07T08:16:00,ON_TIME,1.0,A21,VT-C060,148.0,0,IndiGo,A320neo,ACARS_v2,False,False
100647,6E3814,DEL,GOI,2025-12-10T00:15:00,2025-12-10T00:23:00,ON_TIME,8.0,A10,VT-D022,149.0,1,IndiGo,A320,ACARS_v2,False,False
101390,6E2964,JAI,VNS,2025-12-20T22:30:00,2025-12-20T23:58:00,DELAYED,88.0,A9,VT-E009,174.0,0,IndiGo,A321neo,ACARS_v2,False,False
100987,6E6129,VNS,HYD,2025-12-15T07:45:00,2025-12-15T07:49:00,ON_TIME,4.0,B24,VT-E011,162.0,0,IndiGo,A320,ACARS_v2,False,False
100990,6E9662,GAU,JAI,2025-12-15T09:30:00,2025-12-15T09:36:00,ON_TIME,6.0,E24,VT-C039,162.0,0,IndiGo,A320,ACARS_v2,False,False
101960,6E9667,IXC,VNS,2025-12-28T20:45:00,2025-12-28T20:48:00,ON_TIME,3.0,D9,VT-E033,154.0,0,IndiGo,A321,ACARS_v2,False,False
100494,6E8122,SXR,BOM,2025-12-08T08:45:00,,CANCELLED,,,VT-C017,,0,IndiGo,A320neo,ACARS_v2,False,False
100084,6E8218,CCU,HYD,2025-12-02T15:15:00,2025-12-02T16:43:00,DELAYED,88.0,E3,VT-A055,171.0,0,IndiGo,A320neo,ACARS_v2,False,False
100507,6E6661,ATQ,JAI,2025-12-08T01:00:00,2025-12-08T01:08:00,ON_TIME,8.0,E8,VT-A027,141.0,1,IndiGo,A320neo,ACARS_v2,False,False
100698,6E3892,GAU,MAA,2025-12-10T01:15:00,2025-12-10T03:12:00,DELAYED,117.0,A24,VT-E043,172.0,1,IndiGo,A321,ACARS_v2,False,False
101265,6E6401,PNQ,LKO,2025-12-19T17:30:00,2025-12-19T17:40:00,ON_TIME,10.0,E7,VT-B050,154.0,0,IndiGo,A321neo,ACARS_v2,False,False
100667,6E4412,IXC,COK,2025-12-10T08:30:00,2025-12-10T08:30:00,ON_TIME,0.0,A17,VT-A043,166.0,0,IndiGo,A321neo,ACARS_v2,False,False
101704,6E1204,BLR,CCU,2025-12-25T07:00:00,2025-12-25T07:10:00,ON_TIME,10.0,D11,VT-C004,171.0,0,IndiGo,A320neo,ACARS_v2,False,False
100917,6E8813,VNS,LKO,2025-12-14T04:30:00,2025-12-14T04:39:00,ON_TIME,9.0,D15,VT-C046,162.0,1,IndiGo,A321,ACARS_v2,False,False
101434,6E7129,BHO,IXB,2025-12-21T20:45:00,2025-12-21T20:46:00,ON_TIME,1.0,D20,VT-B012,175.0,0,IndiGo,A320neo,ACARS_v2,False,False
102035,6E4806,JAI,BOM,2025-12-30T15:15:00,2025-12-30T15:18:00,ON_TIME,,,VT-A060,176.0,0,IndiGo,A320neo,ACARS_v2,False,True
101009,6E7374,BOM,BLR,2025-12-15T23:45:00,2025-12-15T23:51:00,ON_TIME,6.0,C4,VT-C028,142.0,1,IndiGo,A321neo,ACARS_v2,False,False
