flight_id,flight_number,origin,destination,scheduled_dep,actual_dep,status,delay_minutes,gate,tail_number,passengers,is_night_flight,airline,aircraft_type,source_system,missing_passenger_flag,missing_gate_flag
100760,6E1087,IXB,AMD,2025-11-11T05:30:00,2025-11-11T05:34:00,ON_TIME,4.0,C23,VT-A058,148.0,1,IndiGo,A320neo,ACARS_v2,False,False
100085,6E7387,SXR,LKO,2025-11-02T17:30:00,,CANCELLED,,,VT-B019,,0,IndiGo,A320,ACARS_v2,False,False
102036,6E5283,AMD,GAU,2025-11-30T19:15:00,2025-11-30T19:34:00,DELAYED,19.0,D2,VT-C012,166.0,0,IndiGo,A320,ACARS_v2,False,False
100257,6E7446,AMD,HYD,2025-11-04T09:30:00,,CANCELLED,,,VT-A035,,0,IndiGo,A320neo,ACARS_v2,False,False
102048,6E4149,BLR,PNQ,2025-11-30T17:00:00,2025-11-30T17:10:00,ON_TIME,10.0,B21,VT-A033,182.0,0,IndiGo,A321,ACARS_v2,False,False
100436,6E1691,IXB,IXC,2025-11-07T18:00:00,,CANCELLED,,,VT-A005,,0,IndiGo,A320neo,ACARS_v2,False,False
101051,6E6830,ATQ,HYD,2025-11-16T21:15:00,2025-11-16T21:18:00,ON_TIME,3.0,B8,VT-B031,151.0,0,IndiGo,A321,ACARS_v2,False,False
101750,6E1994,IXB,LKO,2025-11-25T13:45:00,2025-11-25T13:47:00,ON_TIME,2.0,E5,VT-B034,161.0,0,IndiGo,A320neo,ACARS_v2,False,False
101773,6E6881,BLR,COK,2025-11-26T12:15:00,2025-11-26T12:22:00,ON_TIME,7.0,C8,VT-D012,142.0,0,IndiGo,A320,ACARS_v2,False,False
101565,6E1330,GAU,DEL,2025-11-23T19:00:00,2025-11-23T19:06:00,ON_TIME,6.0,D7,VT-C004,166.0,0,IndiGo,A321,ACARS_v2,False,False
101383,6E4053,GOI,BHO,2025-11-20T02:00:00,2025-11-20T03:41:00,DELAYED,101.0,E5,VT-A001,147.0,1,IndiGo,A321,ACARS_v2,False,False
100168,6E3353,IXB,BLR,2025-11-03T19:00:00,,CANCELLED,,,VT-E041,,0,IndiGo,A320,ACARS_v2,False,False
100103,6E5390,PNQ,GOI,2025-11-02T07:15:00,2025-11-02T07:24:00,ON_TIME,9.0,B3,VT-E008,163.0,0,IndiGo,A321neo,ACARS_v2,False,False
101322,6E6144,AMD,HYD,2025-11-19T16:45:00,2025-11-19T16:54:00,ON_TIME,9.0,C6,VT-B043,162.0,0,IndiGo,A320,ACARS_v2,False,False
101733,6E7486,SXR,VNS,2025-11-25T19:45:00,2025-11-25T19:49:00,ON_TIME,4.0,D5,VT-D004,179.0,0,IndiGo,A321neo,ACARS_v2,False,False
100269,6E516,LKO,DEL,2025-11-04T04:00:00,2025-11-04T04:03:00,ON_TIME,3.0,D17,VT-E038,144.0,1,IndiGo,A321,ACARS_v2,False,False
100944,6E5625,HYD,DEL,2025-11-14T22:30:00,,CANCELLED,,,VT-A048,,0,IndiGo,A321neo,ACARS_v2,False,False
101727,6E5046,CCU,LKO,2025-11-25T14:00:00,,DELAYED,6.0,B12,VT-B055,140.0,0,IndiGo,A321,ACARS_v2,False,False
100775,6E6385,PAT,DEL,2025-11-12T03:00:00,2025-11-12T03:06:00,ON_TIME,6.0,A22,VT-D018,169.0,1,IndiGo,A321neo,ACARS_v2,False,False
101212,6E1282,SXR,LKO,2025-11-18T10:00:00,2025-11-18T10:05:00,ON_TIME,5.0,A9,VT-C046,186.0,0,IndiGo,A320neo,ACARS_v2,False,False
101508,6E1487,GOI,BLR,2025-11-22T16:15:00,2025-11-22T16:18:00,ON_TIME,3.0,D6,VT-E049,147.0,0,IndiGo,A321,ACARS_v2,False,False
101533,6E1682,ATQ,GOI,2025-11-22T11:30:00,2025-11-22T11:38:00,ON_TIME,8.0,D1,VT-D059,184.0,0,IndiGo,A321,ACARS_v2,False,False
100870,6E8644,AMD,HYD,2025-11-13T23:30:00,2025-11-13T23:39:00,ON_TIME,9.0,E14,VT-C059,154.0,1,IndiGo,A320neo,ACARS_v2,False,False
102044,6E2630,COK,MAA,2025-11-30T11:30:00,2025-11-30T13:19:00,DELAYED,109.0,C8,VT-D023,181.0,0,IndiGo,A321,ACARS_v2,False,False
101475,6E4723,BLR,ATQ,2025-11-22T07:45:00,2025-11-22T07:50:00,ON_TIME,5.0,B11,VT-D030,140.0,0,IndiGo,A320neo,ACARS_v2,False,False
100440,6E6001,BHO,COK,2025-11-07T03:00:00,2025-11-07T03:05:00,ON_TIME,5.0,E15,VT-B031,156.0,1,IndiGo,A321,ACARS_v2,False,False
101184,6E7891,ATQ,DEL,2025-11-17T13:45:00,2025-11-17T13:49:00,ON_TIME,4.0,C2,VT-D025,144.0,0,IndiGo,A321,ACARS_v2,False,False
100813,6E1895,COK,HYD,2025-11-12T14:00:00,2025-11-12T14:00:00,ON_TIME,0.0,A7,VT-E052,182.0,0,IndiGo,A321,ACARS_v2,False,False
100093,6E6140,LKO,CCU,2025-11-02T20:15:00,,CANCELLED,,,VT-A022,,0,IndiGo,A321,ACARS_v2,False,False
100656,6E8797,MAA,GOI,2025-11-10T13:00:00,2025-11-10T13:04:00,ON_TIME,4.0,D10,VT-E012,172.0,0,IndiGo,A320,ACARS_v2,False,False
101358,6E4613,PAT,CCU,2025-11-20T05:15:00,2025-11-20T05:55:00,DELAYED,40.0,D20,VT-D017,155.0,1,IndiGo,A320neo,ACARS_v2,False,False
101525,6E540,BOM,GOI,2025-11-22T22:30:00,2025-11-22T22:30:00,ON_TIME,0.0,B22,VT-D005,173.0,0,IndiGo,A320neo,ACARS_v2,False,False
100558,6E9950,VNS,IXC,2025-11-08T16:15:00,2025-11-08T16:24:00,ON_TIME,9.0,A13,VT-D015,178.0,0,IndiGo,A320,ACARS_v2,False,False
100616,6E5737,AMD,PNQ,2025-11-09T21:30:00,,CANCELLED,,,VT-E035,,0,IndiGo,A321,ACARS_v2,False,False
101235,6E4228,CCU,GAU,2025-11-18T16:15:00,2025-11-18T16:20:00,ON_TIME,5.0,C2,VT-D046,184.0,0,IndiGo,A321,ACARS_v2,False,False
101132,6E4086,LKO,BOM,2025-11-17T12:00:00,2025-11-17T14:00:00,DELAYED,120.0,C18,VT-D019,146.0,0,IndiGo,A320,ACARS_v2,False,False
101291,6E3494,ATQ,CCU,2025-11-19T06:45:00,2025-11-19T06:53:00,ON_TIME,8.0,A23,VT-A039,156.0,0,IndiGo,A321neo,ACARS_v2,False,False
100990,6E5494,GAU,COK,2025-11-15T08:15:00,,CANCELLED,,,VT-B033,,0,IndiGo,A320neo,ACARS_v2,False,False
100181,6E9909,MAA,JAI,2025-11-03T04:15:00,2025-11-03T04:15:00,ON_TIME,0.0,B19,VT-A005,171.0,1,IndiGo,A320neo,ACARS_v2,False,False
