flight_id,flight_number,airline_name,iata_code,from_airport,to_airport,sched_departure,actual_departure,flight_status,delay_min,tail_no,pax_count,is_night,report_date,data_source
200057,SG519,SG,SG,PNQ,VNS,2025-11-05T23:45:00,2025-11-05T23:49:00,ON_TIME,4,VT-B024,106,1,2025-11-05,DGCA_PORTAL
200058,SG4056,SG,SG,BHO,GAU,2025-11-05T05:15:00,2025-11-05T05:23:00,ON_TIME,8,VT-E006,140,1,2025-11-05,DGCA_PORTAL
200059,SG2339,SpiceJet,SG,HYD,PAT,2025-11-05T20:15:00,2025-11-05T20:16:00,ON_TIME,1,VT-D042,198,0,2025-11-05,AIRLINE_API
200060,SG2665,SpiceJet,SG,JAI,PAT,2025-11-05T00:45:00,2025-11-05T00:55:00,ON_TIME,10,VT-A033,112,1,2025-11-05,OAG_FEED
200061,SG876,SpiceJet,SG,AMD,JAI,2025-11-06T02:15:00,2025-11-06T02:16:00,ON_TIME,1,VT-B042,137,1,2025-11-06,OAG_FEED
200062,SG1565,SG,SG,PAT,IXB,2025-11-06T22:15:00,2025-11-06T22:25:00,ON_TIME,10,VT-A051,105,0,2025-11-06,DGCA_PORTAL
200063,SG4067,SpiceJet,SG,ATQ,JAI,2025-11-06T08:45:00,2025-11-06T08:46:00,ON_TIME,1,VT-D043,198,0,2025-11-06,DGCA_PORTAL
200064,SG3949,SpiceJet,SG,GAU,BLR,2025-11-06T15:00:00,2025-11-06T15:08:00,ON_TIME,8,VT-B038,185,0,2025-11-06,OAG_FEED
200065,SG2801,SG,SG,VNS,LKO,2025-11-06T03:45:00,2025-11-06T03:55:00,ON_TIME,10,VT-B018,136,1,2025-11-06,AIRLINE_API
200066,SG2554,SpiceJet,SG,BOM,AMD,2025-11-06T23:15:00,2025-11-06T23:20:00,ON_TIME,5,VT-C021,196,1,2025-11-06,OAG_FEED
200067,SG3475,SG,SG,PAT,BHO,2025-11-06T20:15:00,2025-11-06T20:21:00,ON_TIME,6,VT-E020,141,0,2025-11-06,OAG_FEED
200068,SG2166,SpiceJet,SG,JAI,SXR,2025-11-06T23:45:00,2025-11-06T23:52:00,ON_TIME,7,VT-C033,140,1,2025-11-06,AIRLINE_API
200069,SG4780,SG,SG,IXB,MAA,2025-11-06T09:15:00,2025-11-06T09:16:00,ON_TIME,1,VT-C053,117,0,2025-11-06,AIRLINE_API
200070,SG3698,SpiceJet,SG,MAA,COK,2025-11-06T01:15:00,2025-11-06T01:19:00,ON_TIME,4,VT-D029,141,1,2025-11-06,DGCA_PORTAL
200071,SG624,SpiceJet,SG,COK,SXR,2025-11-06T19:30:00,2025-11-06T19:39:00,ON_TIME,9,VT-A032,149,0,2025-11-06,OAG_FEED
200072,SG649,SpiceJet,SG,BOM,CCU,2025-11-06T03:00:00,2025-11-06T03:04:00,ON_TIME,4,VT-E038,115,1,2025-11-06,AIRLINE_API
200073,SG3336,SpiceJet,SG,COK,CCU,2025-11-07T00:45:00,,ON_TIME,,VT-A053,110,1,2025-11-07,OAG_FEED
200074,SG1558,SG,SG,BLR,IXC,2025-11-07T08:00:00,2025-11-07T08:04:00,ON_TIME,4,VT-B058,123,0,2025-11-07,DGCA_PORTAL
200075,SG2476,SpiceJet,SG,PNQ,DEL,2025-11-07T19:30:00,2025-11-07T19:34:00,ON_TIME,4,VT-D042,142,0,2025-11-07,OAG_FEED
200076,SG4403,SG,SG,LKO,IXB,2025-11-07T03:45:00,,ON_TIME,,VT-E059,161,1,2025-11-07,OAG_FEED
200077,SG3898,SpiceJet,SG,AMD,SXR,2025-11-07T10:30:00,2025-11-07T10:40:00,ON_TIME,10,VT-A041,151,0,2025-11-07,DGCA_PORTAL
200078,SG1158,SG,SG,PNQ,IXC,2025-11-07T09:00:00,2025-11-07T09:02:00,ON_TIME,2,VT-D012,116,0,2025-11-07,AIRLINE_API
200079,SG3547,SG,SG,SXR,AMD,2025-11-07T22:00:00,2025-11-07T22:05:00,ON_TIME,5,VT-E032,199,0,2025-11-07,AIRLINE_API
200080,SG2062,SG,SG,PAT,DEL,2025-11-07T08:15:00,2025-11-07T08:17:00,ON_TIME,2,VT-D038,141,0,2025-11-07,DGCA_PORTAL
200081,SG4469,SpiceJet,SG,DEL,GAU,2025-11-07T02:15:00,2025-11-07T02:25:00,ON_TIME,10,VT-A013,205,1,2025-11-07,AIRLINE_API
200082,SG4679,SG,SG,ATQ,IXB,2025-11-07T22:45:00,2025-11-07T22:52:00,ON_TIME,7,VT-A018,175,0,2025-11-07,DGCA_PORTAL
200083,SG4005,SpiceJet,SG,COK,LKO,2025-11-07T00:30:00,2025-11-07T00:39:00,ON_TIME,9,VT-E023,134,1,2025-11-07,DGCA_PORTAL
200084,SG4683,SG,SG,ATQ,BHO,2025-11-07T19:15:00,2025-11-07T19:23:00,ON_TIME,8,VT-D029,106,0,2025-11-07,OAG_FEED
200085,SG520,SG,SG,GAU,AMD,2025-11-08T14:45:00,2025-11-08T14:53:00,ON_TIME,8,VT-E058,153,0,2025-11-08,DGCA_PORTAL
200086,SG831,SpiceJet,SG,HYD,PAT,2025-11-08T18:15:00,2025-11-08T18:17:00,ON_TIME,2,VT-E056,127,0,2025-11-08,DGCA_PORTAL
200087,SG3224,SpiceJet,SG,PNQ,GOI,2025-11-08T13:00:00,2025-11-08T13:04:00,ON_TIME,4,VT-E003,122,0,2025-11-08,AIRLINE_API
200088,SG1025,SpiceJet,SG,AMD,PAT,2025-11-08T10:30:00,,CANCELLED,,VT-D037,,0,2025-11-08,AIRLINE_API
200089,SG4390,SpiceJet,SG,MAA,AMD,2025-11-08T05:30:00,,CANCELLED,,VT-E018,,1,2025-11-08,OAG_FEED
200090,SG4327,SpiceJet,SG,HYD,PNQ,2025-11-08T17:45:00,,ON_TIME,,VT-A059,185,0,2025-11-08,OAG_FEED
200091,SG4288,SpiceJet,SG,BHO,PAT,2025-11-08T02:30:00,,ON_TIME,,VT-A028,213,1,2025-11-08,AIRLINE_API
200092,SG410,SpiceJet,SG,HYD,PNQ,2025-11-08T21:45:00,2025-11-08T22:31:00,DELAYED,46,VT-D048,153,0,2025-11-08,OAG_FEED
200093,SG1180,SG,SG,PNQ,JAI,2025-11-08T00:15:00,,ON_TIME,,VT-D006,205,1,2025-11-08,DGCA_PORTAL
200094,SG4947,SpiceJet,SG,BOM,IXC,2025-11-08T15:00:00,2025-11-08T15:02:00,ON_TIME,2,VT-E050,177,0,2025-11-08,OAG_FEED
200095,SG4168,SG,SG,VNS,JAI,2025-11-08T23:00:00,2025-11-08T23:06:00,ON_TIME,6,VT-A028,106,1,2025-11-08,AIRLINE_API
200096,SG980,SpiceJet,SG,GOI,VNS,2025-11-08T15:15:00,2025-11-08T15:23:00,ON_TIME,8,VT-E046,148,0,2025-11-08,DGCA_PORTAL
200097,SG4175,SG,SG,JAI,VNS,2025-11-09T01:00:00,2025-11-09T01:04:00,ON_TIME,4,VT-A049,220,1,2025-11-09,OAG_FEED
200098,SG3904,SpiceJet,SG,JAI,BLR,2025-11-09T12:30:00,2025-11-09T12:31:00,ON_TIME,1,VT-E050,146,0,2025-11-09,DGCA_PORTAL
200099,SG674,SpiceJet,SG,SXR,VNS,2025-11-09T10:30:00,2025-11-09T10:32:00,ON_TIME,2,VT-D012,151,0,2025-11-09,AIRLINE_API
200100,SG3200,SpiceJet,SG,PNQ,IXC,2025-11-09T21:15:00,2025-11-09T21:23:00,ON_TIME,8,VT-C006,141,0,2025-11-09,AIRLINE_API
200101,SG1274,SpiceJet,SG,ATQ,BHO,2025-11-09T09:15:00,2025-11-09T09:16:00,ON_TIME,1,VT-B012,217,0,2025-11-09,AIRLINE_API
200102,SG4602,SG,SG,PAT,MAA,2025-11-09T13:30:00,2025-11-09T13:35:00,ON_TIME,5,VT-E007,216,0,2025-11-09,AIRLINE_API
200103,SG1206,SpiceJet,SG,CCU,MAA,2025-11-09T17:15:00,2025-11-09T17:21:00,ON_TIME,6,VT-E026,207,0,2025-11-09,OAG_FEED
200104,SG1021,SpiceJet,SG,VNS,LKO,2025-11-09T10:15:00,2025-11-09T10:18:00,ON_TIME,3,VT-C053,156,0,2025-11-09,DGCA_PORTAL
200105,SG1337,SpiceJet,SG,LKO,IXB,2025-11-09T05:00:00,2025-11-09T05:05:00,ON_TIME,5,VT-A043,136,1,2025-11-09,DGCA_PORTAL
200106,SG1202,SpiceJet,SG,HYD,PAT,2025-11-09T17:45:00,2025-11-09T17:55:00,ON_TIME,10,VT-A015,190,0,2025-11-09,DGCA_PORTAL
200107,SG1960,SpiceJet,SG,BLR,BOM,2025-11-09T16:00:00,2025-11-09T16:08:00,ON_TIME,8,VT-C044,210,0,2025-11-09,DGCA_PORTAL
200108,SG1855,SpiceJet,SG,DEL,HYD,2025-11-09T07:15:00,2025-11-09T08:59:00,DELAYED,104,VT-A048,220,0,2025-11-09,AIRLINE_API
200109,SG270,SG,SG,GAU,LKO,2025-11-10T03:30:00,2025-11-10T03:37:00,ON_TIME,7,VT-B046,143,1,2025-11-10,OAG_FEED
200110,SG400,SpiceJet,SG,BOM,IXC,2025-11-10T07:45:00,2025-11-10T07:49:00,ON_TIME,4,VT-B031,132,0,2025-11-10,AIRLINE_API
200111,SG885,SpiceJet,SG,VNS,MAA,2025-11-10T22:00:00,2025-11-10T22:09:00,ON_TIME,9,VT-E034,132,0,2025-11-10,DGCA_PORTAL
200112,SG3511,SpiceJet,SG,GOI,IXC,2025-11-10T12:30:00,2025-11-10T12:40:00,ON_TIME,10,VT-E060,202,0,2025-11-10,OAG_FEED
200113,SG1679,SG,SG,BOM,SXR,2025-11-10T22:45:00,2025-11-10T22:55:00,ON_TIME,10,VT-B052,154,0,2025-11-10,AIRLINE_API
200114,SG4645,SpiceJet,SG,VNS,IXB,2025-11-10T05:45:00,2025-11-10T05:54:00,ON_TIME,9,VT-C054,160,1,2025-11-10,OAG_FEED
200115,SG1957,SpiceJet,SG,MAA,AMD,2025-11-10T16:45:00,2025-11-10T16:48:00,ON_TIME,3,VT-E053,160,0,2025-11-10,OAG_FEED
200116,SG3108,SG,SG,HYD,JAI,2025-11-10T15:15:00,2025-11-10T15:23:00,ON_TIME,8,VT-B010,170,0,2025-11-10,OAG_FEED
200117,SG117,SG,SG,DEL,GOI,2025-11-10T13:45:00,2025-11-10T13:50:00,ON_TIME,5,VT-D053,183,0,2025-11-10,AIRLINE_API
200118,SG3166,SpiceJet,SG,CCU,BHO,2025-11-10T20:15:00,2025-11-10T20:19:00,ON_TIME,4,VT-C012,164,0,2025-11-10,AIRLINE_API
200119,SG4392,SG,SG,VNS,BOM,2025-11-10T03:00:00,,ON_TIME,,VT-E049,141,1,2025-11-10,AIRLINE_API
200120,SG2170,SpiceJet,SG,GOI,BOM,2025-11-10T14:00:00,2025-11-10T14:02:00,ON_TIME,2,VT-E019,143,0,2025-11-10,AIRLINE_API
200121,SG1090,SpiceJet,SG,SXR,VNS,2025-11-11T22:00:00,,CANCELLED,,VT-C042,,0,2025-11-11,AIRLINE_API
200122,SG2452,SpiceJet,SG,COK,HYD,2025-11-11T20:15:00,2025-11-11T20:17:00,ON_TIME,2,VT-B023,102,0,2025-11-11,AIRLINE_API
200123,SG4858,SpiceJet,SG,PAT,SXR,2025-11-11T11:30:00,2025-11-11T12:45:00,DELAYED,75,VT-D030,142,0,2025-11-11,OAG_FEED
200124,SG3343,SG,SG,PNQ,HYD,2025-11-11T06:45:00,2025-11-11T06:46:00,ON_TIME,1,VT-E049,149,0,2025-11-11,DGCA_PORTAL
200125,SG219,SpiceJet,SG,PNQ,BOM,2025-11-11T13:00:00,,CANCELLED,,VT-E029,,0,2025-11-11,DGCA_PORTAL
200126,SG716,SpiceJet,SG,HYD,BOM,2025-11-11T07:00:00,2025-11-11T07:04:00,ON_TIME,4,VT-C043,202,0,2025-11-11,DGCA_PORTAL
200127,SG4801,SpiceJet,SG,SXR,IXB,2025-11-11T18:30:00,2025-11-11T18:36:00,ON_TIME,6,VT-C047,165,0,2025-11-11,AIRLINE_API
200128,SG2711,SpiceJet,SG,LKO,BHO,2025-11-11T15:45:00,2025-11-11T15:50:00,ON_TIME,5,VT-A048,204,0,2025-11-11,OAG_FEED
200129,SG3487,SpiceJet,SG,BOM,VNS,2025-11-11T02:00:00,2025-11-11T02:09:00,ON_TIME,9,VT-B045,109,1,2025-11-11,OAG_FEED
200130,SG734,SpiceJet,SG,JAI,PAT,2025-11-11T15:45:00,2025-11-11T15:51:00,ON_TIME,6,VT-B001,164,0,2025-11-11,AIRLINE_API
200131,SG3560,SG,SG,GOI,PAT,2025-11-11T14:30:00,2025-11-11T14:36:00,ON_TIME,6,VT-A059,147,0,2025-11-11,DGCA_PORTAL
200132,SG1020,SpiceJet,SG,GOI,AMD,2025-11-11T07:15:00,2025-11-11T07:22:00,ON_TIME,7,VT-B055,152,0,2025-11-11,AIRLINE_API
200133,SG3687,SG,SG,BLR,IXC,2025-11-12T00:15:00,2025-11-12T00:22:00,ON_TIME,7,VT-C029,123,1,2025-11-12,DGCA_PORTAL
200134,SG1629,SpiceJet,SG,PAT,SXR,2025-11-12T06:30:00,2025-11-12T06:40:00,ON_TIME,10,VT-E057,112,0,2025-11-12,DGCA_PORTAL
200135,SG2156,SG,SG,GOI,BLR,2025-11-12T11:00:00,2025-11-12T11:08:00,ON_TIME,8,VT-D021,193,0,2025-11-12,DGCA_PORTAL
200136,SG4981,SpiceJet,SG,MAA,BLR,2025-11-12T23:15:00,2025-11-12T23:43:00,DELAYED,28,VT-D029,199,1,2025-11-12,OAG_FEED
200137,SG1565,SpiceJet,SG,VNS,IXB,2025-11-12T11:45:00,2025-11-12T11:51:00,ON_TIME,6,VT-D053,150,0,2025-11-12,DGCA_PORTAL
200138,SG1635,SG,SG,MAA,PAT,2025-11-12T17:30:00,2025-11-12T17:55:00,DELAYED,25,VT-B004,147,0,2025-11-12,OAG_FEED
200139,SG2234,SpiceJet,SG,DEL,AMD,2025-11-12T13:30:00,2025-11-12T13:40:00,ON_TIME,10,VT-E049,174,0,2025-11-12,DGCA_PORTAL
200140,SG522,SpiceJet,SG,ATQ,BOM,2025-11-12T22:30:00,2025-11-12T22:33:00,ON_TIME,3,VT-C055,149,0,2025-11-12,AIRLINE_API
200141,SG3626,SpiceJet,SG,COK,BHO,2025-11-12T00:45:00,2025-11-12T00:52:00,ON_TIME,7,VT-E024,117,1,2025-11-12,AIRLINE_API
200142,SG3801,SG,SG,IXB,COK,2025-11-12T04:30:00,2025-11-12T04:39:00,ON_TIME,9,VT-B045,155,1,2025-11-12,AIRLINE_API
200143,SG2252,SpiceJet,SG,CCU,MAA,2025-11-12T02:30:00,2025-11-12T02:40:00,ON_TIME,10,VT-D001,217,1,2025-11-12,OAG_FEED
200144,SG1080,SpiceJet,SG,SXR,LKO,2025-11-12T12:00:00,2025-11-12T12:03:00,ON_TIME,3,VT-A019,185,0,2025-11-12,DGCA_PORTAL
200145,SG1283,SpiceJet,SG,GOI,BHO,2025-11-13T00:45:00,,ON_TIME,,VT-B012,216,1,2025-11-13,OAG_FEED
200146,SG1498,SpiceJet,SG,GAU,LKO,2025-11-13T07:15:00,2025-11-13T07:25:00,ON_TIME,10,VT-C047,175,0,2025-11-13,AIRLINE_API
200147,SG2552,SpiceJet,SG,HYD,BOM,2025-11-13T16:30:00,2025-11-13T16:36:00,ON_TIME,6,VT-A028,116,0,2025-11-13,AIRLINE_API
200148,SG3749,SpiceJet,SG,SXR,CCU,2025-11-13T10:00:00,2025-11-13T10:01:00,ON_TIME,1,VT-B040,204,0,2025-11-13,OAG_FEED
200149,SG4584,SpiceJet,SG,PAT,DEL,2025-11-13T12:30:00,2025-11-13T12:37:00,ON_TIME,7,VT-C002,209,0,2025-11-13,DGCA_PORTAL
200150,SG3440,SG,SG,SXR,BLR,2025-11-13T03:30:00,2025-11-13T04:01:00,DELAYED,31,VT-A027,184,1,2025-11-13,DGCA_PORTAL
200151,SG1978,SG,SG,PNQ,SXR,2025-11-13T05:30:00,2025-11-13T05:33:00,ON_TIME,3,VT-B019,194,1,2025-11-13,DGCA_PORTAL
200152,SG996,SpiceJet,SG,LKO,COK,2025-11-13T14:45:00,2025-11-13T14:52:00,ON_TIME,7,VT-A041,198,0,2025-11-13,DGCA_PORTAL
200130,SG416,SpiceJet,SG,ATQ,IXC,2025-11-13T13:00:00,2025-11-13T13:02:00,ON_TIME,2,VT-C011,126,0,2025-11-13,AIRLINE_API
200154,SG3039,SpiceJet,SG,SXR,VNS,2025-11-13T23:00:00,2025-11-13T23:17:00,DELAYED,17,VT-D044,162,1,2025-11-13,OAG_FEED
200155,SG2384,SpiceJet,SG,VNS,GOI,2025-11-13T09:45:00,2025-11-13T11:55:00,DELAYED,130,VT-D050,157,0,2025-11-13,AIRLINE_API
200156,SG1307,SpiceJet,SG,GOI,COK,2025-11-13T06:00:00,2025-11-13T06:03:00,ON_TIME,3,VT-E017,172,0,2025-11-13,DGCA_PORTAL
200157,SG1374,SG,SG,JAI,PNQ,2025-11-14T02:45:00,2025-11-14T02:47:00,ON_TIME,2,VT-D047,214,1,2025-11-14,DGCA_PORTAL
200158,SG3973,SpiceJet,SG,SXR,JAI,2025-11-14T08:15:00,2025-11-14T08:22:00,ON_TIME,7,VT-A012,163,0,2025-11-14,AIRLINE_API
200159,SG3343,SpiceJet,SG,JAI,BLR,2025-11-14T14:15:00,2025-11-14T14:22:00,ON_TIME,7,VT-B024,173,0,2025-11-14,DGCA_PORTAL
200160,SG2463,SpiceJet,SG,VNS,BLR,2025-11-14T19:30:00,2025-11-14T19:33:00,ON_TIME,3,VT-A007,128,0,2025-11-14,DGCA_PORTAL
200161,SG4088,SG,SG,GAU,AMD,2025-11-14T17:00:00,2025-11-14T17:04:00,ON_TIME,4,VT-B048,181,0,2025-11-14,OAG_FEED
200162,SG4759,SpiceJet,SG,GOI,SXR,2025-11-14T18:15:00,2025-11-14T18:21:00,ON_TIME,6,VT-E053,155,0,2025-11-14,OAG_FEED
200163,SG4645,SpiceJet,SG,CCU,GOI,2025-11-14T04:45:00,2025-11-14T04:47:00,ON_TIME,2,VT-C043,205,1,2025-11-14,DGCA_PORTAL
